kepoi_name,kepler_name,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,target
K00789.01,,,0,0,0,1,14.1798187,0.0001643,-0.0001643,171.50237,0.0076,-0.0076,0.1601,0.2975,-0.16,2.505,0.315,-0.315,459.9,51.9,-51.9,1.88,0.71,-0.14,711.0,,,60.35,67.75,-14.34,11.2,,5799.0,161.0,-168.0,4.539,0.027,-0.275,0.878,0.333,-0.065,15.727,0
K00790.01,Kepler-233 b,1.0,0,0,0,0,8.47237911,1.56e-05,-1.56e-05,174.16212,0.00149,-0.00149,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1123.5,26.7,-26.7,2.59,0.37,-0.22,751.0,,,75.44,35.44,-19.3,47.6,1.0,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,15.339,1
K00790.02,Kepler-233 c,0.989,0,0,0,0,60.4189369,0.0005043,-0.0005043,181.16367,0.00625,-0.00625,0.094,0.359,-0.094,5.039,0.184,-0.184,931.3,49.6,-49.6,2.36,0.34,-0.2,390.0,,,5.49,2.58,-1.4,20.1,2.0,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,15.339,1
K00791.01,Kepler-682 b,1.0,0,0,0,0,12.611904345,6.65e-06,-6.65e-06,180.892284,0.000413,-0.000413,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6105.6,27.6,-27.6,7.4,2.2,-0.73,753.0,,,76.15,66.33,-21.39,277.2,1.0,5795.0,156.0,-173.0,4.508,0.039,-0.208,0.919,0.273,-0.091,15.14,1
K00792.01,,0.0,0,1,0,0,1.433769925,7.41e-07,-7.41e-07,170.403536,0.000397,-0.000397,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1976.3,20.4,-20.4,46.58,08.01,-8.0,1920.0,,,3209.29,1411.94,-1136.62,112.6,1.0,6017.0,72.0,-90.0,4.22,0.156,-0.117,1.339,0.23,-0.23,15.122,0
K00793.01,,0.0,0,1,1,0,10.31872301,2.846e-05,-2.846e-05,173.31543,0.00224,-0.00224,1.215,59.52,-0.463,3.836,0.121,-0.121,871.7,26.4,-26.4,28.59,8.61,-3.69,876.0,,,139.26,125.69,-46.77,38.2,1.0,5927.0,176.0,-193.0,4.409,0.084,-0.196,01.06,0.319,-0.137,15.065,0
K00794.01,Kepler-683 b,1.0,0,0,0,0,2.539183147,5.073e-06,-5.073e-06,169.67494,0.0016,-0.0016,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,02.06,0.29,-0.28,1332.0,,,743.09,290.34,-212.44,38.9,1.0,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,15.026,1
K00795.01,Kepler-684 b,1.0,0,0,0,0,6.770300385,9.537e-06,-9.537e-06,170.57662,0.00108,-0.00108,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1304.0,29.7,-29.7,2.77,0.46,-0.15,812.0,,,102.87,53.88,-21.24,50.8,1.0,5653.0,166.0,-166.0,4.656,0.028,-0.112,0.679,0.112,-0.037,15.591,1
K00796.01,,0.0,0,1,1,1,0.444291966,9.7e-08,-9.7e-08,169.865406,0.000169,-0.000169,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,10967.0,45.9,-45.9,27.51,3.46,-1.73,1836.0,,,2706.26,1149.42,-599.58,299.7,1.0,5255.0,156.0,-156.0,4.678,0.028,-0.083,0.636,0.08,-0.04,15.748,0
K00812.02,Kepler-235 d,1.0,0,0,0,0,20.06036336,5.839e-05,-5.839e-05,147.46554,0.00241,-0.00241,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,1.96,0.13,-0.16,361.0,,,4.0,0.89,-0.9,35.2,2.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,1
K00812.03,Kepler-235 e,1.0,0,0,0,0,46.1842039,0.0002654,-0.0002654,165.23729,0.0043,-0.0043,0.013,0.415,-0.013,4.758,0.13,-0.13,1394.7,56.4,-56.4,1.83,0.12,-0.15,273.0,,,1.32,0.29,-0.3,26.0,3.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,1
K00116.04,Kepler-106 d,0.952,0,0,0,0,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,0.95,0.004,-0.66,5.351,0.177,-0.177,104.0,6.5,-6.5,1.31,0.2,-0.13,649.0,,,41.94,17.84,-10.73,17.1,4.0,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,1
K00812.04,Kepler-235 c,0.994,0,0,0,0,7.82502168,3.89e-05,-3.89e-05,136.54995,0.00436,-0.00436,0.708,0.234,-0.487,2.186,0.12,-0.12,520.8,36.4,-36.4,1.2,0.08,-0.1,494.0,,,14.05,3.1,-3.19,15.9,4.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,1
K00813.01,Kepler-688 b,1.0,0,0,0,0,3.895936525,7.71e-07,-7.71e-07,170.527552,0.000157,-0.000157,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8544.8,29.5,-29.5,7.34,1.53,-0.65,1005.0,,,241.62,155.31,-64.19,370.8,1.0,5557.0,167.0,-167.0,4.592,0.034,-0.136,0.774,0.161,-0.069,15.725,1
K00814.01,Kepler-689 b,0.999,0,0,0,0,22.36646466,9.761e-05,-9.761e-05,175.45862,0.00354,-0.00354,0.4,0.066,-0.4,5.228,0.122,-0.122,986.8,35.1,-35.1,2.32,0.38,-0.16,536.0,,,19.45,10.29,-4.56,32.1,1.0,5395.0,160.0,-160.0,4.615,0.032,-0.104,0.734,0.122,-0.052,15.583,1
K00801.01,Kepler-685 b,1.0,0,0,0,0,1.625522174,1.58e-07,-1.58e-07,170.8266564,7.61e-05,-7.61e-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7969.0,11.8,-11.8,9.73,1.41,-1.42,1579.0,,,1467.41,576.36,-452.24,799.7,1.0,5539.0,83.0,-74.0,4.322,0.137,-0.1,1.106,0.161,-0.161,15.001,1
K00803.01,,0.0,1,0,1,0,7.544039,0.0001023,-0.0001023,171.7982,0.0105,-0.0105,1.175,33.63,-0.911,6.222,0.731,-0.731,322.6,28.2,-28.2,17.47,4.12,-1.65,838.0,,,116.46,81.18,-31.91,14.2,2.0,5657.0,152.0,-169.0,4.567,0.038,-0.152,0.824,0.194,-0.078,15.559,0
K00804.01,Kepler-1727 b,1.0,0,0,0,0,9.02930689,1.648e-05,-1.648e-05,177.20422,0.00142,-0.00142,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1019.8,21.9,-21.9,2.57,0.44,-0.26,757.0,,,77.75,43.01,-22.28,53.9,1.0,5349.0,167.0,-167.0,4.526,0.063,-0.108,0.82,0.141,-0.082,15.387,1
K00805.01,,0.053,0,1,0,0,10.328035714,3.762e-06,-3.762e-06,174.581054,0.000306,-0.000306,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,16918.0,31.8,-31.8,13.28,3.64,-2.41,843.0,,,119.31,98.49,-48.58,636.8,1.0,5627.0,169.0,-169.0,4.359,0.18,-0.18,1.024,0.28,-0.186,15.646,0
K00806.01,Kepler-30 d,1.0,0,0,0,0,143.2063047,0.0002348,-0.0002348,154.23552,0.0013,-0.0013,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,10566.0,82.4,-82.4,8.9,0.82,-0.38,308.0,,,2.14,0.59,-0.35,138.8,2.0,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.867,0.079,-0.037,15.403,1
K00116.03,Kepler-106 b,0.95,0,0,0,0,6.164876,4.635e-05,-4.635e-05,135.63916,0.00661,-0.00661,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,1021.0,,,256.35,109.03,-65.57,14.4,3.0,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,12.882,1
K00806.02,Kepler-30 c,0.745,0,0,0,0,60.32494216,3.207e-05,-3.207e-05,243.892578,0.000423,-0.000423,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20280.0,64.0,-64.0,12.19,1.11,-0.52,411.0,,,6.77,1.89,-1.09,347.2,1.0,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.867,0.079,-0.037,15.403,1
K00806.03,Kepler-30 b,,0,0,0,0,29.1598615,0.0002534,-0.0002534,150.69922,0.00718,-0.00718,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,488.0,43.5,-43.5,1.91,0.2,-0.07,524.0,,,17.85,5.61,-2.68,11.6,,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.867,0.092,-0.034,15.403,1
K00807.01,,0.0,0,0,1,1,1.540397253,2.702e-06,-2.702e-06,170.50479,0.0015,-0.0015,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,816.1,25.7,-25.7,25.69,7.44,-2.33,1470.0,,,1105.68,965.56,-306.98,38.8,1.0,5663.0,171.0,-188.0,4.53,0.036,-0.204,0.915,0.265,-0.083,15.974,0
K00808.01,,0.0,0,0,1,1,2.99025443,1.168e-05,-1.168e-05,171.9834,0.00309,-0.00309,0.014,0.334,-0.014,5.414,0.113,-0.113,589.2,14.1,-14.1,1.7,0.1,-0.15,918.0,,,168.45,43.55,-45.45,48.5,1.0,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.731,0.042,-0.063,15.842,0
K00809.01,Kepler-686 b,1.0,0,0,0,0,1.594745374,1.13e-07,-1.13e-07,170.6483505,5.79e-05,-5.79e-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15044.0,20.3,-20.3,11.3,03.09,-1.33,1539.0,,,1329.42,1067.75,-412.98,1009.3,1.0,5934.0,160.0,-178.0,4.491,0.065,-0.195,0.893,0.244,-0.105,15.53,1
K00810.01,Kepler-1728 b,1.0,0,0,0,0,4.783002698,5.432e-06,-5.432e-06,170.508434,0.000943,-0.000943,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1008.7,16.6,-16.6,2.5,0.34,-0.19,886.0,,,145.48,66.39,-35.12,70.6,1.0,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.807,0.111,-0.06,15.119,1
K00811.01,Kepler-687 b,1.0,0,0,0,0,20.50588921,3.206e-05,-3.206e-05,181.43428,0.00122,-0.00122,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2105.5,31.0,-31.0,3.41,0.28,-0.31,518.0,,,17.06,5.47,-4.61,78.5,1.0,4905.0,148.0,-148.0,4.544,0.072,-0.044,0.761,0.063,-0.07,15.398,1
K00812.01,Kepler-235 b,1.0,0,0,0,0,3.340218842,3.177e-06,-3.177e-06,171.979062,0.00075,-0.00075,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1632.6,26.6,-26.6,02.03,0.13,-0.17,656.0,,,43.73,9.67,-9.92,71.6,1.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,15.954,1
K00828.01,,0.0,0,1,1,0,2.507089906,2.401e-06,-2.401e-06,171.002455,0.000835,-0.000835,1.255,16.5,-0.349,2.1967,0.0427,-0.0427,1339.2,24.7,-24.7,30.26,9.57,-3.19,1326.0,,,730.47,699.82,-230.11,64.9,1.0,5926.0,184.0,-226.0,4.506,0.054,-0.216,0.939,0.297,-0.099,15.555,0
K00829.01,Kepler-53 b,1.0,0,0,0,0,18.64932728,5.202e-05,-5.202e-05,174.771,0.00224,-0.00224,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,893.6,20.9,-20.9,3.12,0.47,-0.28,701.0,,,57.13,22.99,-12.26,46.1,1.0,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,15.386,1
K00117.02,Kepler-107 c,1.0,0,0,0,0,4.90144976,1.07e-05,-1.07e-05,138.60548,0.00175,-0.00175,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,140.7,2.9,-2.9,1.7,0.08,-0.05,1262.0,,,598.74,84.12,-66.83,50.6,3.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,12.487,1
K00829.02,Kepler-53 d,0.998,0,0,0,0,9.75192101,4.829e-05,-4.829e-05,138.78608,0.0036,-0.0036,0.949,0.028,-0.673,4.793,0.181,-0.181,418.0,16.2,-16.2,2.76,0.43,-0.24,870.0,,,135.66,54.6,-29.09,28.5,3.0,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,15.386,1
K00829.03,Kepler-53 c,1.0,0,0,0,0,38.5576546,0.0001765,-0.0001765,163.85063,0.00407,-0.00407,0.911,0.025,-0.663,5.794,0.199,-0.199,993.0,26.8,-26.8,04.02,0.62,-0.36,550.0,,,21.71,8.73,-4.66,39.7,2.0,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,15.386,1
K00830.01,Kepler-428 b,0.99,0,0,0,0,3.525632539,1.5e-07,-1.5e-07,170.0479951,3.33e-05,-3.33e-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,22335.0,13.1,-13.1,11.58,0.9,-0.48,975.0,,,213.12,50.79,-29.54,1996.7,1.0,5150.0,82.0,-82.0,4.572,0.02,-0.064,0.793,0.062,-0.033,15.224,1
K00816.01,Kepler-690 b,1.0,0,0,0,0,7.748094239,7.553e-06,-7.553e-06,174.997206,0.000765,-0.000765,0.517,0.237,-0.325,3.5957,0.043,-0.043,2472.1,25.7,-25.7,5.52,1.7,-0.56,964.0,,,204.39,186.49,-63.82,113.2,1.0,5973.0,169.0,-232.0,4.439,0.052,-0.221,1.085,0.334,-0.111,15.67,1
K00817.01,Kepler-236 c,1.0,0,0,0,0,23.96793669,9.249e-05,-9.249e-05,186.22182,0.00305,-0.00305,0.416,0.053,-0.416,3.827,0.113,-0.113,1182.3,46.1,-46.1,1.8,0.1,-0.15,329.0,,,2.77,0.58,-0.64,27.5,1.0,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.524,0.03,-0.044,15.414,1
K00817.02,Kepler-236 b,0.995,0,0,0,0,8.29561738,2.368e-05,-2.368e-05,135.79284,0.00219,-0.00219,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,824.3,57.5,-57.5,1.82,0.1,-0.15,469.0,,,11.39,2.4,-2.65,17.9,2.0,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.524,0.03,-0.044,15.414,1
K00818.01,Kepler-691 b,1.0,0,0,0,0,8.11437482,1.092e-05,-1.092e-05,176.33968,0.00107,-0.00107,0.573,0.0,-0.468,2.2736,0.0447,-0.0447,1558.0,32.0,-32.0,2.1,0.14,-0.16,460.0,,,10.55,2.46,-2.31,56.4,1.0,3692.0,73.0,-83.0,4.753,0.032,-0.039,0.517,0.035,-0.039,15.877,1
K00819.01,,0.0,0,1,0,0,38.036729482,3.484e-06,-3.484e-06,196.934947,7.16e-05,-7.16e-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82872.0,83.3,-83.3,27.5,5.28,-2.27,500.0,,,14.81,8.85,-3.91,1300.0,1.0,5575.0,166.0,-183.0,4.521,0.038,-0.152,0.932,0.179,-0.077,15.472,0
K00011.01,,0.0,0,1,1,1,3.747838198,3.896e-06,-3.896e-06,171.66504,0.000902,-0.000902,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,,,266.76,180.49,-62.76,138.2,1.0,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,13.496,0
K00117.01,Kepler-107 e,0.992,0,0,0,0,14.74914825,2.174e-05,-2.174e-05,138.77799,0.00118,-0.00118,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.2,4.2,-4.2,2.89,0.13,-0.1,874.0,,,137.91,19.38,-15.39,107.4,1.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,12.487,1
K00821.01,Kepler-692 b,1.0,0,0,0,0,21.81295996,7.229e-05,-7.229e-05,174.01085,0.00261,-0.00261,0.053,0.394,-0.053,4.3791,0.091,-0.091,1175.4,35.8,-35.8,3.38,0.91,-0.49,639.0,,,39.33,31.88,-13.85,37.8,1.0,5601.0,166.0,-166.0,4.41,0.116,-0.188,0.999,0.269,-0.145,15.54,1
K00822.01,,0.0,0,1,0,0,7.91936937,2.04e-06,-2.04e-06,172.181092,0.000202,-0.000202,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,15148.0,49.8,-49.8,10.34,2.59,-0.87,814.0,,,104.0,77.2,-26.78,389.0,1.0,5690.0,154.0,-172.0,4.588,0.04,-0.16,0.776,0.195,-0.065,15.805,0
K00824.01,Kepler-693 b,1.0,0,0,0,0,15.37562369,1.017e-05,-1.017e-05,173.61402,0.000608,-0.000608,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,15337.0,114.0,-114.0,11.01,0.44,-0.82,600.0,,,30.54,4.61,-5.99,166.0,1.0,4986.0,79.0,-79.0,4.496,0.075,-0.025,0.833,0.033,-0.062,16.422,1
K00825.01,Kepler-237 c,1.0,0,0,0,0,8.10363271,2.032e-05,-2.032e-05,176.9486,0.00205,-0.00205,0.047,0.409,-0.047,3.161,0.0635,-0.0635,887.9,24.5,-24.5,2.11,0.18,-0.2,687.0,,,52.82,16.3,-14.35,39.3,1.0,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,15.289,1
K00825.02,Kepler-237 b,1.0,0,0,0,0,4.71510843,1.941e-05,-1.941e-05,134.96178,0.00324,-0.00324,0.258,0.195,-0.258,2.506,0.103,-0.103,417.5,22.0,-22.0,1.46,0.12,-0.14,823.0,,,108.84,33.58,-29.57,21.3,2.0,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,0.062,-0.068,15.289,1
K00826.01,Kepler-694 b,1.0,0,0,0,0,6.365839713,8.06e-06,-8.06e-06,171.13575,0.001,-0.001,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,780.7,13.1,-13.1,2.44,0.6,-0.21,914.0,,,165.33,121.73,-40.81,70.8,1.0,5776.0,155.0,-155.0,4.554,0.042,-0.168,0.849,0.212,-0.071,15.09,1
K00827.01,,0.037,0,0,1,0,5.97581754,1.118e-05,-1.118e-05,174.77602,0.00137,-0.00137,0.941,0.017,-0.618,3.065,0.185,-0.185,962.4,23.5,-23.5,3.86,1.32,-0.44,1047.0,,,284.25,295.54,-90.93,50.3,1.0,6108.0,193.0,-214.0,4.471,0.054,-0.216,0.997,0.341,-0.114,15.546,0
K00839.01,,0.0,0,0,1,1,2.446737317,3.089e-06,-3.089e-06,170.66951,0.00104,-0.00104,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1177.9,12.7,-12.7,26.25,6.9,-2.47,1261.0,,,597.19,461.45,-162.49,110.2,1.0,5764.0,154.0,-171.0,4.548,0.035,-0.184,0.863,0.227,-0.081,15.021,0
K00840.01,Kepler-695 b,1.0,0,0,0,0,3.04033046,3.37e-07,-3.37e-07,169.9490106,8.86e-05,-8.86e-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,10859.0,25.8,-25.8,8.99,0.8,-0.99,1021.0,,,257.29,86.59,-76.86,568.2,1.0,5035.0,151.0,-151.0,4.519,0.084,-0.063,0.791,0.071,-0.087,15.028,1
K00841.01,Kepler-27 b,1.0,0,0,0,0,15.33528675,1.989e-05,-1.989e-05,174.00278,0.00103,-0.00103,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3081.4,39.0,-39.0,5.0,0.49,-0.18,610.0,,,32.67,9.96,-4.63,86.6,2.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,15.855,1
K00117.04,Kepler-107 d,0.998,0,0,0,0,7.95825328,7.673e-05,-7.673e-05,137.80219,0.00767,-0.00767,0.706,0.237,-0.494,4.377,0.229,-0.229,50.0,3.7,-3.7,01.06,0.05,-0.04,1074.0,,,314.15,44.14,-35.07,14.7,4.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,12.487,1
K00841.02,Kepler-27 c,1.0,0,0,0,0,31.33046135,3.977e-05,-3.977e-05,153.43031,0.00103,-0.00103,0.798,0.021,-0.043,5.176,0.102,-0.102,5073.8,48.4,-48.4,6.5,0.64,-0.23,481.0,,,12.61,3.84,-1.79,117.2,1.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,15.855,1
K00831.01,,0.006,0,1,0,0,3.9043425,1.339e-06,-1.339e-06,173.393734,0.000266,-0.000266,0.709,0.011,-0.015,3.831,0.0271,-0.0271,16228.0,62.1,-62.1,12.28,3.56,-1.19,1104.0,,,351.05,298.42,-97.69,323.4,1.0,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,0.26,-0.087,15.016,0
K00832.01,,0.0,0,1,0,0,9.286358079,5.46e-07,-5.46e-07,171.8214689,4.5e-05,-4.5e-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,44791.0,32.8,-32.8,17.61,04.05,-1.87,796.0,,,95.03,66.72,-27.73,1671.1,1.0,5670.0,169.0,-169.0,4.523,0.066,-0.154,0.821,0.189,-0.087,15.365,0
K00833.01,,0.0,0,1,0,0,3.951405455,2.258e-06,-2.258e-06,173.276125,0.000454,-0.000454,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2453.9,25.2,-25.2,31.44,8.94,-2.96,1133.0,,,388.71,333.12,-106.59,117.2,1.0,6046.0,182.0,-182.0,4.539,0.048,-0.204,0.869,0.247,-0.082,15.446,0
K00834.01,Kepler-238 e,0.999,0,0,0,0,23.65369415,1.748e-05,-1.748e-05,171.376107,0.000603,-0.000603,0.008,0.169,-0.008,8.2183,0.021,-0.021,3341.8,13.2,-13.2,7.89,1.38,-1.52,731.0,,,67.65,33.37,-26.59,266.3,1.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084,1
K00834.02,Kepler-238 d,0.996,0,0,0,0,13.23352214,4.503e-05,-4.503e-05,140.32196,0.00275,-0.00275,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,03.06,0.54,-0.58,888.0,,,146.67,72.35,-57.65,49.1,2.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084,1
K00834.03,Kepler-238 c,0.997,0,0,0,0,6.15560285,2.704e-05,-2.704e-05,134.81656,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285.0,8.6,-8.6,2.32,0.4,-0.45,1146.0,,,406.94,200.73,-159.95,35.1,3.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084,1
K00834.04,Kepler-238 b,1.0,0,0,0,0,2.090811305,9.571e-06,-9.571e-06,134.17462,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1642.0,,,1718.04,847.46,-675.28,19.9,5.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084,1
K00117.03,Kepler-107 b,0.995,0,0,0,0,3.180027898,7.278e-06,-7.278e-06,133.49863,0.00181,-0.00181,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1458.0,,,1066.86,149.88,-119.09,50.4,2.0,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,0.063,-0.046,12.487,1
K00834.05,Kepler-238 f,0.989,0,0,0,0,50.4467417,0.0006505,-0.0006505,178.5014,0.0103,-0.0103,0.379,0.111,-0.378,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,568.0,,,24.64,12.16,-9.68,19.4,4.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084,1
K00835.01,Kepler-239 b,1.0,0,0,0,0,11.76307164,2.035e-05,-2.035e-05,180.93613,0.0013,-0.0013,0.048,0.393,-0.048,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,616.0,,,33.99,8.24,-4.84,48.9,1.0,4959.0,99.0,,4.603,0.011,-0.06,0.756,0.054,-0.027,15.208,1
K00835.02,Kepler-239 c,0.878,0,0,0,0,56.2279271,0.0003134,-0.0003134,132.29259,0.00471,-0.00471,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,366.0,,,4.22,01.02,-0.6,20.9,2.0,4959.0,99.0,0.0,4.603,0.011,-0.06,0.756,0.054,-0.027,15.208,1
K00836.01,,0.0,0,1,1,1,2.384052875,4.74e-06,-4.74e-06,171.58362,0.00163,-0.00163,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1268.1,29.9,-29.9,17.06,1.32,-1.6,1010.0,,,244.87,71.26,-67.02,50.5,1.0,4794.0,130.0,-144.0,4.58,0.063,-0.032,0.701,0.054,-0.066,15.836,0
K00837.01,Kepler-240 c,1.0,0,0,0,0,7.953547,1.91e-05,-1.91e-05,174.66224,0.00182,-0.00182,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,696.0,,,55.37,7.15,-10.12,38.4,1.0,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,0.023,-0.049,15.66,1
K00837.02,Kepler-240 b,1.0,0,0,0,0,4.14451656,1.44e-05,-1.44e-05,135.92831,0.00313,-0.00313,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,864.0,,,132.08,17.05,-24.15,22.8,2.0,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,0.023,-0.049,15.66,1
K00838.01,,0.0,0,1,0,0,4.859386384,1.272e-06,-1.272e-06,173.011469,0.000207,-0.000207,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6044.3,27.2,-27.2,38.33,12.8,-4.27,1114.0,,,364.23,358.71,-118.09,269.7,1.0,6072.0,168.0,-232.0,4.47,0.056,-0.224,0.988,0.33,-0.11,15.311,0
K00850.01,Kepler-702 b,0.999,0,0,0,0,10.526294577,1.783e-06,-1.783e-06,176.522462,0.000136,-0.000136,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9768.0,26.4,-26.4,8.24,1.48,-0.8,713.0,,,61.16,34.56,-16.93,482.3,1.0,5386.0,159.0,-159.0,4.553,0.056,-0.104,0.793,0.143,-0.077,15.305,1
K00851.01,Kepler-703 b,1.0,0,0,0,0,4.583520948,4.18e-06,-4.18e-06,169.973972,0.000733,-0.000733,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038.0,,,274.98,239.18,-77.52,99.5,1.0,5815.0,157.0,-175.0,4.54,0.038,-0.212,0.877,0.26,-0.087,15.287,1
